date,seller_code,Display Name,Company Name,Seller Type,brand,SKU Code,SKU Name,Category L1,Category L2,Category L3,MRP,Display Price,Selling Price,Total Qty,Total Orders,Total Customers,Platform
21-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000003,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,180055,152668.6,146333.51,205,201,200,Nykaa Beauty
21-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000011,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,115751,92583,89435.17,61,58,58,Nykaa Beauty
21-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000014,Inde Wild Dewy Lip Balms - Transparent,Skin,Lip Care,Lip Balm,59925,50527,49138.81,75,69,69,Nykaa Beauty
21-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000044,inde wild Champi Bond Repair Shampoo,Hair,Hair Care,Shampoo,100050,84605,81908.61,87,84,84,Nykaa Beauty
21-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000042,inde wild Iconic Duo With Bestselling Champi Hair Oil & Dewy Lip Treatment,Hair,Hair Kits & Combos,Hair Kits,1748,1398,1374.56,1,1,1,Nykaa Beauty
21-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000034,inde wild Dewy Lip Balm - Masala Chai,Skin,Lip Care,Lip Balm,38657,32807.2,31806.1,43,43,43,Nykaa Beauty
21-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000024,"inde wild Moonlight Scalp Serum With Moringa, Bhringraj & Amla For Maintaining Healthy Scalp",Hair,Hair Care,Hair Serum,7485,7110,6911.44,15,15,15,Nykaa Beauty
21-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000011,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,1778,1422,1422,1,1,1,Nykaa Man
21-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000036,inde wild Dewy Lip Balms - Caffeine Addict,Skin,Lip Care,Lip Balm,12586,10651.2,10192.59,14,14,14,Nykaa Beauty
21-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000043,inde wild Champi Bond Repair Conditioner,Hair,Hair Care,Conditioner,2300,1955,1806.41,2,2,2,Nykaa Man
21-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000018,Inde Wild Rose Sun Mist SPF 50 PA ++++,Skin,Sun Care,Face Sunscreen,9339,7942,7877.32,11,10,10,Nykaa Beauty
21-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000015,inde wild 15% Vitamin C With Turmeric & Niacinamide,Skin,Serums,Serums & Essence,15760,11824,11529.59,8,8,8,Nykaa Beauty
21-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000023,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,27930,26530,25617.22,70,69,69,Nykaa Beauty
20-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000023,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,798,758,702.35,2,2,2,Nykaa Man
20-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000035,inde wild Sunset Restore Phyto - Retinol Barrier Strengthening Serum,Skin,Serums,Serums & Essence,1970,1576,1418.4,1,1,1,Nykaa Beauty
20-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000043,inde wild Champi Bond Repair Conditioner,Hair,Hair Care,Conditioner,83950,71138,69834.89,73,70,70,Nykaa Beauty
20-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000011,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,1999,1599,1599,1,1,1,Nykaa Man
20-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000003,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,1688,1434,1397.38,2,2,2,Nykaa Man
20-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000014,Inde Wild Dewy Lip Balms - Transparent,Skin,Lip Care,Lip Balm,51136,42739.6,41796.24,64,54,53,Nykaa Beauty
20-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000010,inde wild Moonlight Scalp Serum,Hair,Hair Care,Hair Serum,39567,33627,33182.87,33,33,33,Nykaa Beauty
20-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000049,inde wild Champi Slick Stick,Hair,Hair Styling,Gels Waxes,36963,32913,32082.12,37,36,36,Nykaa Beauty
20-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000034,inde wild Dewy Lip Balm - Masala Chai,Skin,Lip Care,Lip Balm,34162,28897.6,28359.39,38,38,38,Nykaa Beauty
20-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000043,inde wild Champi Bond Repair Conditioner,Hair,Hair Care,Conditioner,1150,977.5,977.5,1,1,1,Nykaa Man
20-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000020,inde wild Luscious Locks Hair Kit,Hair,Hair Kits & Combos,Hair Kits,2148,1718,1577.37,1,1,1,Nykaa Beauty
20-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000010,inde wild Moonlight Scalp Serum,Hair,Hair Care,Hair Serum,2398,2038,1875.98,2,2,2,Nykaa Man
20-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000003,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,169644,143364.6,141134.04,201,193,192,Nykaa Beauty
20-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000018,Inde Wild Rose Sun Mist SPF 50 PA ++++,Skin,Sun Care,Face Sunscreen,6792,5776,5676.35,8,8,8,Nykaa Beauty
20-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000019,inde wild Radiant Hair Ritiual Minis Kit,Hair,Hair Kits & Combos,Hair Kits,898,763,713.45,1,1,1,Nykaa Beauty
20-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000036,inde wild Dewy Lip Balms - Caffeine Addict,Skin,Lip Care,Lip Balm,11687,9797.6,9593.5,13,13,13,Nykaa Beauty
20-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000024,"inde wild Moonlight Scalp Serum With Moringa, Bhringraj & Amla For Maintaining Healthy Scalp",Hair,Hair Care,Hair Serum,4990,4740,4735.78,10,10,10,Nykaa Beauty
20-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000044,inde wild Champi Bond Repair Shampoo,Hair,Hair Care,Shampoo,115000,98464,96834.67,100,92,92,Nykaa Beauty
20-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000042,inde wild Iconic Duo With Bestselling Champi Hair Oil & Dewy Lip Treatment,Hair,Hair Kits & Combos,Hair Kits,3496,2796,2642.65,2,2,2,Nykaa Beauty
20-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000044,inde wild Champi Bond Repair Shampoo,Hair,Hair Care,Shampoo,1150,977.5,977.5,1,1,1,Nykaa Man
20-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000026,inde wild Dewy Lip Balms - Wedding Rose,Skin,Lip Care,Lip Balm,29667,25212,25037.65,33,32,32,Nykaa Beauty
20-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000015,inde wild 15% Vitamin C With Turmeric & Niacinamide,Skin,Serums,Serums & Essence,9850,7390,7367.82,5,5,5,Nykaa Beauty
20-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000023,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,17556,16676,16448.75,44,44,44,Nykaa Beauty
20-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000011,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,126409,101109,98603.9,66,59,59,Nykaa Beauty
19-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000020,inde wild Luscious Locks Hair Kit,Hair,Hair Kits & Combos,Hair Kits,8592,6872,6777.13,4,4,4,Nykaa Beauty
19-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000026,inde wild Dewy Lip Balms - Wedding Rose,Skin,Lip Care,Lip Balm,26970,22920,21714.53,30,28,28,Nykaa Beauty
19-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000019,inde wild Radiant Hair Ritiual Minis Kit,Hair,Hair Kits & Combos,Hair Kits,6286,5341,5284.89,7,7,7,Nykaa Beauty
19-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000024,"inde wild Moonlight Scalp Serum With Moringa, Bhringraj & Amla For Maintaining Healthy Scalp",Hair,Hair Care,Hair Serum,499,474,433.24,1,1,1,Nykaa Man
19-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000018,Inde Wild Rose Sun Mist SPF 50 PA ++++,Skin,Sun Care,Face Sunscreen,2547,2166,2091.34,3,3,3,Nykaa Beauty
19-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000042,inde wild Iconic Duo With Bestselling Champi Hair Oil & Dewy Lip Treatment,Hair,Hair Kits & Combos,Hair Kits,5244,4194,4117.91,3,3,3,Nykaa Beauty
19-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000036,inde wild Dewy Lip Balms - Caffeine Addict,Skin,Lip Care,Lip Balm,11687,9887.2,9403.57,13,13,13,Nykaa Beauty
19-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000015,inde wild 15% Vitamin C With Turmeric & Niacinamide,Skin,Serums,Serums & Essence,15760,11824,11441.09,8,8,8,Nykaa Beauty
19-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000023,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,24738,23498,22789.43,62,62,62,Nykaa Beauty
19-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000024,"inde wild Moonlight Scalp Serum With Moringa, Bhringraj & Amla For Maintaining Healthy Scalp",Hair,Hair Care,Hair Serum,2495,2370,2308.37,5,5,5,Nykaa Beauty
19-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000044,inde wild Champi Bond Repair Shampoo,Hair,Hair Care,Shampoo,3450,3048,2982.43,3,3,3,Nykaa Man
19-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000003,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,1688,1434,1367.74,2,2,2,Nykaa Man
19-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000023,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,1197,1137,1053.15,3,3,3,Nykaa Man
19-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000018,Inde Wild Rose Sun Mist SPF 50 PA ++++,Skin,Sun Care,Face Sunscreen,849,722,722,1,1,1,Nykaa Man
19-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000011,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,144430,115518,112779.07,78,72,72,Nykaa Beauty
19-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000035,inde wild Sunset Restore Phyto - Retinol Barrier Strengthening Serum,Skin,Serums,Serums & Essence,7880,6304,6243.62,4,4,4,Nykaa Beauty
19-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000044,inde wild Champi Bond Repair Shampoo,Hair,Hair Care,Shampoo,82800,73154,70819.91,72,72,72,Nykaa Beauty
19-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000015,inde wild 15% Vitamin C With Turmeric & Niacinamide,Skin,Serums,Serums & Essence,1970,1478,1449.84,1,1,1,Nykaa Man
19-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000043,inde wild Champi Bond Repair Conditioner,Hair,Hair Care,Conditioner,71300,62224,60255.67,62,62,62,Nykaa Beauty
19-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000011,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,7112,5688,5510.14,4,3,3,Nykaa Man
19-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000010,inde wild Moonlight Scalp Serum,Hair,Hair Care,Hair Serum,62348,52988,50611.09,52,51,50,Nykaa Beauty
19-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000034,inde wild Dewy Lip Balm - Masala Chai,Skin,Lip Care,Lip Balm,29667,25167.2,24141.62,33,30,30,Nykaa Beauty
19-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000003,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,189791,160897.6,155672.83,224,213,212,Nykaa Beauty
19-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000049,inde wild Champi Slick Stick,Hair,Hair Styling,Gels Waxes,28971,27521,27349.66,29,28,28,Nykaa Beauty
19-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000043,inde wild Champi Bond Repair Conditioner,Hair,Hair Care,Conditioner,2300,1955,1889.43,2,2,2,Nykaa Man
19-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000014,Inde Wild Dewy Lip Balms - Transparent,Skin,Lip Care,Lip Balm,51136,43217.2,41800.13,64,60,60,Nykaa Beauty
18-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000011,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,181547,145203,138900.28,99,93,91,Nykaa Beauty
18-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000003,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,238008,201650.6,193314.12,282,276,275,Nykaa Beauty
18-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000043,inde wild Champi Bond Repair Conditioner,Hair,Hair Care,Conditioner,3450,3048,2830.74,3,3,3,Nykaa Man
18-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000042,inde wild Iconic Duo With Bestselling Champi Hair Oil & Dewy Lip Treatment,Hair,Hair Kits & Combos,Hair Kits,5244,4194,4119.17,3,3,3,Nykaa Beauty
18-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000043,inde wild Champi Bond Repair Conditioner,Hair,Hair Care,Conditioner,74750,64984.5,62853.33,65,65,65,Nykaa Beauty
18-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000019,inde wild Radiant Hair Ritiual Minis Kit,Hair,Hair Kits & Combos,Hair Kits,8082,6867,6327.35,9,9,9,Nykaa Beauty
18-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000044,inde wild Champi Bond Repair Shampoo,Hair,Hair Care,Shampoo,2300,1955,1887.74,2,2,2,Nykaa Man
18-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000018,Inde Wild Rose Sun Mist SPF 50 PA ++++,Skin,Sun Care,Face Sunscreen,13584,11552,11169.78,16,16,16,Nykaa Beauty
18-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000014,Inde Wild Dewy Lip Balms - Transparent,Skin,Lip Care,Lip Balm,77503,65465,62850.16,97,91,91,Nykaa Beauty
18-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000034,inde wild Dewy Lip Balm - Masala Chai,Skin,Lip Care,Lip Balm,44051,37346.4,35433.29,49,47,47,Nykaa Beauty
18-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000011,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,3556,2844,2844,2,2,2,Nykaa Man
18-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000024,"inde wild Moonlight Scalp Serum With Moringa, Bhringraj & Amla For Maintaining Healthy Scalp",Hair,Hair Care,Hair Serum,5489,5214,5052.42,11,11,11,Nykaa Beauty
18-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000035,inde wild Sunset Restore Phyto - Retinol Barrier Strengthening Serum,Skin,Serums,Serums & Essence,7880,6304,5943.51,4,4,4,Nykaa Beauty
18-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000003,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,844,717,717,1,1,1,Nykaa Man
18-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000036,inde wild Dewy Lip Balms - Caffeine Addict,Skin,Lip Care,Lip Balm,9889,8314.4,7905.07,11,11,11,Nykaa Beauty
18-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000023,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,28954,27500,26217.05,74,74,74,Nykaa Beauty
18-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000026,inde wild Dewy Lip Balms - Wedding Rose,Skin,Lip Care,Lip Balm,29667,25212,24085.6,33,31,31,Nykaa Beauty
18-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000010,inde wild Moonlight Scalp Serum,Hair,Hair Care,Hair Serum,74338,63178,59676.18,62,61,61,Nykaa Beauty
18-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000049,inde wild Champi Slick Stick,Hair,Hair Styling,Gels Waxes,28971,27521,26274.94,29,29,29,Nykaa Beauty
18-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000015,inde wild 15% Vitamin C With Turmeric & Niacinamide,Skin,Serums,Serums & Essence,25610,19214,18560.62,13,10,10,Nykaa Beauty
18-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000014,Inde Wild Dewy Lip Balms - Transparent,Skin,Lip Care,Lip Balm,799,679,601.71,1,1,1,Nykaa Man
18-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000020,inde wild Luscious Locks Hair Kit,Hair,Hair Kits & Combos,Hair Kits,15036,12026,11094.57,7,7,7,Nykaa Beauty
18-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000044,inde wild Champi Bond Repair Shampoo,Hair,Hair Care,Shampoo,94300,83565.5,80898.16,82,79,79,Nykaa Beauty
17-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000026,inde wild Dewy Lip Balms - Wedding Rose,Skin,Lip Care,Lip Balm,31465,26740,25526.23,35,35,35,Nykaa Beauty
17-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000034,inde wild Dewy Lip Balm - Masala Chai,Skin,Lip Care,Lip Balm,50344,42694.4,40229.41,56,56,56,Nykaa Beauty
17-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000010,inde wild Moonlight Scalp Serum,Hair,Hair Care,Hair Serum,1199,1019,1016.56,1,1,1,Nykaa Man
17-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000049,inde wild Champi Slick Stick,Hair,Hair Styling,Gels Waxes,21978,20878,20070.73,22,22,22,Nykaa Beauty
17-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000011,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,156816,125436,120720.61,79,70,70,Nykaa Beauty
17-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000043,inde wild Champi Bond Repair Conditioner,Hair,Hair Care,Conditioner,89700,77231,73031.18,78,77,77,Nykaa Beauty
17-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000014,Inde Wild Dewy Lip Balms - Transparent,Skin,Lip Care,Lip Balm,799,679,529.98,1,1,1,Nykaa Man
17-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000014,Inde Wild Dewy Lip Balms - Transparent,Skin,Lip Care,Lip Balm,48739,41180.2,39057.68,61,57,57,Nykaa Beauty
17-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000010,inde wild Moonlight Scalp Serum,Hair,Hair Care,Hair Serum,62348,52988,50579.76,52,46,46,Nykaa Beauty
17-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000044,inde wild Champi Bond Repair Shampoo,Hair,Hair Care,Shampoo,2300,1955,1905,2,2,2,Nykaa Man
17-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000023,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,798,758,699.13,2,2,2,Nykaa Man
17-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000042,inde wild Iconic Duo With Bestselling Champi Hair Oil & Dewy Lip Treatment,Hair,Hair Kits & Combos,Hair Kits,6992,5592,5358,4,4,4,Nykaa Beauty
17-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000019,inde wild Radiant Hair Ritiual Minis Kit,Hair,Hair Kits & Combos,Hair Kits,9878,8393,8207.66,11,10,10,Nykaa Beauty
17-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000036,inde wild Dewy Lip Balms - Caffeine Addict,Skin,Lip Care,Lip Balm,11687,9842.4,9506.52,13,13,13,Nykaa Beauty
17-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000043,inde wild Champi Bond Repair Conditioner,Hair,Hair Care,Conditioner,2300,1955,1905,2,2,2,Nykaa Man
17-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000035,inde wild Sunset Restore Phyto - Retinol Barrier Strengthening Serum,Skin,Serums,Serums & Essence,9850,7880,7620.97,5,5,5,Nykaa Beauty
17-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000020,inde wild Luscious Locks Hair Kit,Hair,Hair Kits & Combos,Hair Kits,19332,15462,14727.43,9,9,9,Nykaa Beauty
17-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000011,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,1999,1599,1495.66,1,1,1,Nykaa Man
17-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000015,inde wild 15% Vitamin C With Turmeric & Niacinamide,Skin,Serums,Serums & Essence,25610,19214,18563.95,13,10,10,Nykaa Beauty
17-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000003,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,1898,1614,1580.28,2,2,2,Nykaa Man
17-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000044,inde wild Champi Bond Repair Shampoo,Hair,Hair Care,Shampoo,95450,82696,78579.87,83,82,82,Nykaa Beauty
17-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000023,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,30104,28594,27487.19,76,75,74,Nykaa Beauty
17-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000003,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,242790,205569.4,196624.33,270,257,256,Nykaa Beauty
17-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000034,inde wild Dewy Lip Balm - Masala Chai,Skin,Lip Care,Lip Balm,899,764,745.52,1,1,1,Nykaa Man
17-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000024,"inde wild Moonlight Scalp Serum With Moringa, Bhringraj & Amla For Maintaining Healthy Scalp",Hair,Hair Care,Hair Serum,6487,6162,5786.71,13,13,13,Nykaa Beauty
17-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000018,Inde Wild Rose Sun Mist SPF 50 PA ++++,Skin,Sun Care,Face Sunscreen,4245,3610,3524.47,5,5,5,Nykaa Beauty
16-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000043,inde wild Champi Bond Repair Conditioner,Hair,Hair Care,Conditioner,3450,2875,2600.17,3,3,3,Nykaa Man
16-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000003,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,137774,123034.4,120892.87,161,154,153,Nykaa Beauty
16-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000044,inde wild Champi Bond Repair Shampoo,Hair,Hair Care,Shampoo,62100,54577.5,53810.87,54,53,53,Nykaa Beauty
16-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000036,inde wild Dewy Lip Balms - Caffeine Addict,Skin,Lip Care,Lip Balm,8091,6921.8,6756.32,9,9,9,Nykaa Beauty
16-01-2026,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000015,inde wild 15% Vitamin C With Turmeric & Niacinamide,Skin,Serums,Serums & Essence,9850,8865,8781.15,5,5,5,Nykaa Beauty
